customer_id,customer_name,email,city,state,region,customer_segment,signup_date
669378,"shreya verma",shreya.verma395@yahoo.com,indore,"madhya pradesh",central,consumer,2025-04-13
968014,"rohan das",rohan.das689@gmail.com,pune,maharashtra,west,consumer,2025-06-24
264431,"kavya banerjee",kavya.banerjee174@yahoo.com,jaipur,NULL,north,consumer,2025-06-13
894372,"kiara gupta",kiara.gupta532@yahoo.com,bhopal,"madhya pradesh",central,consumer,2025-10-08
148102,"yash patel",yash.patel983@outlook.com,nagpur,maharashtra,west,consumer,2025-05-26
178580,"tanvi kapoor",tanvi.kapoor634@gmail.com,hyderabad,telangana,south,corporate,2026-04-19
648631,"simran patel",simran.patel951@yahoo.com,lucknow,"uttar pradesh",west,consumer,2024-09-11
682782,"rhea kulkarni",rhea.kulkarni718@outlook.com,surat,gujarat,west,consumer,2026-01-28
287693,"ved sharma",ved.sharma901@outlook.com,chennai,"tamil nadu",south,consumer,2024-07-19
410216,"bhavya khan",bhavya.khan108@yahoo.com,hyderabad,telangana,south,consumer,2024-02-23
576647,"ved verma",ved.verma474@gmail.com,noida,"uttar pradesh",north,consumer,2024-09-30
946106,"aarav pillai",aarav.pillai811@yahoo.com,delhi,delhi,north,consumer,2025-04-22
277121,"sahil das",sahil.das437@gmail.com,kochi,kerala,south,consumer,2025-08-07
863492,"aarav shah",aarav.shah737@outlook.com,indore,"madhya pradesh",central,consumer,2025-11-18
989794,"aman shah",aman.shah785@outlook.com,ahmedabad,gujarat,west,consumer,2025-06-29
652250,"sakshi verma",sakshi.verma338@yahoo.com,noida,"uttar pradesh",north,"small business",2024-02-05
511918,"kiara rao",kiara.rao106@yahoo.com,jaipur,rajasthan,north,consumer,2024-09-05
596578,"kavya mehta",kavya.mehta130@yahoo.com,indore,"madhya pradesh",central,consumer,2024-05-05
648309,"meera mehta",meera.mehta589@outlook.com,pune,maharashtra,west,consumer,2026-04-20
545153,"shreya verma",shreya.verma652@gmail.com,patna,bihar,east,consumer,2024-08-05
242287,"aman desai",aman.desai830@outlook.com,kolkata,"west bengal",east,consumer,2024-09-02
391881,"aditi desai",aditi.desai411@yahoo.com,kochi,kerala,south,consumer,2024-01-02
836203,"sameer iyer",sameer.iyer890@yahoo.com,gurugram,haryana,north,"small business",2024-02-20
951678,"mihir nair",mihir.nair939@outlook.com,chennai,"tamil nadu",south,consumer,2024-09-15
919927,"akash iyer",akash.iyer656@outlook.com,jaipur,rajasthan,north,consumer,2024-06-21
195215,"kiara sharma",kiara.sharma727@outlook.com,surat,gujarat,west,consumer,2026-01-16
913980,"sameer kulkarni",sameer.kulkarni861@outlook.com,chennai,"tamil nadu",south,consumer,2025-07-23
638474,"meera banerjee",meera.banerjee488@yahoo.com,mumbai,maharashtra,west,consumer,2025-06-18
887590,"tanvi singh",tanvi.singh870@yahoo.com,jaipur,rajasthan,north,consumer,2025-10-18
821239,"avni shah",avni.shah745@outlook.com,kochi,kerala,south,consumer,2024-11-26
552094,"meera desai",meera.desai890@outlook.com,lucknow,"uttar pradesh",north,"small business",2025-12-23
565883,"kabir joshi",kabir.joshi144@yahoo.com,chennai,"tamil nadu",south,consumer,2025-03-26
335484,"diya mehta",diya.mehta53@outlook.com,kolkata,"west bengal",east,consumer,2024-02-12
715785,"ishaan shah",ishaan.shah862@outlook.com,kochi,kerala,south,consumer,2025-03-09
804884,"arjun mehta",arjun.mehta71@gmail.com,chennai,"tamil nadu",south,consumer,2024-11-22
628210,"riya pillai",riya.pillai354@outlook.com,indore,"madhya pradesh",central,consumer,2024-03-19
500421,"avni singh",NULL,lucknow,"uttar pradesh",north,corporate,2025-05-31
185948,"kiara iyer",kiara.iyer952@yahoo.com,pune,maharashtra,west,consumer,2025-07-25
128960,"simran malhotra",simran.malhotra307@outlook.com,hyderabad,telangana,south,"small business",2024-08-22
635958,"ishaan gupta",ishaan.gupta659@gmail.com,lucknow,"uttar pradesh",north,"small business",2024-02-04
644114,"ayush menon",ayush.menon417@outlook.com,indore,"madhya pradesh",central,"small business",2026-02-11
323509,"mihir singh",mihir.singh975@yahoo.com,patna,bihar,east,consumer,2024-01-26
766286,"sameer patel",sameer.patel77@outlook.com,indore,"madhya pradesh",central,consumer,2024-03-06
783010,"dhruv joshi",dhruv.joshi770@yahoo.com,kochi,kerala,south,consumer,2025-09-15
149836,"aman kulkarni",aman.kulkarni438@yahoo.com,kochi,kerala,south,consumer,2025-08-20
163437,"vivek sharma",vivek.sharma108@gmail.com,bengaluru,karnataka,south,consumer,2024-03-22
521337,"yash das",yash.das974@gmail.com,bhubaneswar,odisha,east,"small business",2026-04-03
499200,"ishaan rao",ishaan.rao874@gmail.com,jaipur,rajasthan,north,corporate,2025-11-11
655109,"tanvi khan",tanvi.khan934@gmail.com,noida,"uttar pradesh",north,"small business",2024-02-01
506712,"simran shah",simran.shah764@outlook.com,noida,"uttar pradesh",north,consumer,2024-04-13
526647,"aditya shah",aditya.shah322@yahoo.com,pune,maharashtra,west,"small business",2025-03-08
249215,"ayush menon",ayush.menon320@yahoo.com,hyderabad,telangana,south,"small business",2024-02-08
843195,"ved malhotra",ved.malhotra451@outlook.com,delhi,delhi,north,"small business",2025-06-14
887668,"varun khan",varun.khan19@gmail.com,delhi,delhi,north,"small business",2024-05-08
987249,"bhavya singh",bhavya.singh61@yahoo.com,bhopal,"madhya pradesh",central,consumer,2024-11-26
982841,"avni singh",avni.singh759@yahoo.com,indore,"madhya pradesh",central,consumer,2024-02-11
302380,"nisha iyer",nisha.iyer550@outlook.com,surat,gujarat,west,consumer,2024-12-09
549574,"ishaan reddy",ishaan.reddy911@gmail.com,nagpur,maharashtra,west,consumer,2024-11-04
554250,"priya verma",priya.verma147@yahoo.com,kochi,kerala,south,consumer,2024-06-12
507954,"pranav iyer",pranav.iyer882@outlook.com,nagpur,maharashtra,west,consumer,2024-08-31
445845,"sameer bose",sameer.bose940@yahoo.com,bhubaneswar,odisha,NULL,consumer,2024-03-27
133215,"akash joshi",akash.joshi442@gmail.com,bengaluru,karnataka,south,consumer,2025-10-12
928670,"arjun joshi",arjun.joshi485@gmail.com,pune,maharashtra,west,consumer,2026-02-19
707415,"nisha pillai",nisha.pillai159@outlook.com,jaipur,rajasthan,north,consumer,2025-05-18
922818,"bhavya menon",bhavya.menon103@gmail.com,bhopal,"madhya pradesh",central,consumer,2025-02-09
942802,"kavya gupta",kavya.gupta101@yahoo.com,patna,bihar,east,consumer,2025-06-19
678199,"pallavi agarwal",pallavi.agarwal688@yahoo.com,pune,maharashtra,west,consumer,2024-05-08
418418,"ananya sharma",ananya.sharma579@outlook.com,delhi,delhi,north,consumer,2026-04-22
378445,"ved sharma",ved.sharma975@yahoo.com,chennai,"tamil nadu",south,consumer,2024-09-16
611008,"rohan rao",rohan.rao373@gmail.com,mumbai,NULL,west,consumer,2025-02-22
961619,"sakshi iyer",sakshi.iyer273@outlook.com,jaipur,rajasthan,north,consumer,2026-03-28
840889,"varun bhat",varun.bhat105@yahoo.com,delhi,delhi,north,consumer,2024-05-31
582439,"meera kulkarni",meera.kulkarni816@outlook.com,mumbai,maharashtra,west,consumer,2026-01-22
291897,"aditi sharma",aditi.sharma940@yahoo.com,"new delhi",delhi,north,"small business",2026-03-12
221705,"rahul khan",rahul.khan59@outlook.com,mumbai,maharashtra,west,consumer,2024-02-23
451873,"pallavi mehta",pallavi.mehta719@gmail.com,jaipur,rajasthan,north,consumer,2024-12-19
363683,"aman sharma",aman.sharma791@outlook.com,ahmedabad,NULL,west,consumer,2025-02-16
555985,"sahil malhotra",sahil.malhotra449@gmail.com,bhubaneswar,odisha,east,consumer,2025-11-08
700428,"neha iyer",neha.iyer175@outlook.com,hyderabad,telangana,south,consumer,2024-12-17
934103,"arjun mehta",arjun.mehta194@yahoo.com,nagpur,maharashtra,west,consumer,2024-06-13
502910,"aman nair",aman.nair214@outlook.com,jaipur,rajasthan,north,"small business",2025-03-25
677266,"avni bhat",avni.bhat795@yahoo.com,bhopal,"madhya pradesh",central,"small business",2024-12-16
761892,"ved joshi",ved.joshi492@gmail.com,kochi,kerala,south,consumer,2026-03-27
790987,"rohan shah",rohan.shah910@gmail.com,surat,gujarat,west,consumer,2025-11-17
118976,"kavya das",kavya.das773@gmail.com,patna,bihar,east,corporate,2026-02-26
408622,"mihir agarwal",mihir.agarwal375@yahoo.com,bhopal,"madhya pradesh",central,"small business",2024-01-09
666277,"kavya menon",kavya.menon745@yahoo.com,nagpur,maharashtra,west,consumer,2025-09-05
505136,"kiara das",kiara.das740@yahoo.com,mumbai,maharashtra,west,corporate,2024-06-20
109789,"kabir das",kabir.das351@yahoo.com,indore,"madhya pradesh",central,"small business",2025-07-20
338800,"rhea iyer",rhea.iyer471@gmail.com,"new delhi",delhi,north,consumer,2025-08-08
807924,"rohan joshi",rohan.joshi296@outlook.com,bhubaneswar,odisha,east,consumer,2024-06-12
418165,"diya nair",diya.nair618@yahoo.com,hyderabad,telangana,south,consumer,2024-08-24
236198,"rhea mehta",rhea.mehta966@gmail.com,pune,maharashtra,west,consumer,2025-01-17
719643,"arnav das",arnav.das354@gmail.com,nagpur,maharashtra,west,consumer,2026-04-04
676737,"avni iyer",avni.iyer869@gmail.com,indore,"madhya pradesh",central,consumer,2025-06-08
500503,"ayush menon",ayush.menon320@yahoo.com,bengaluru,karnataka,south,consumer,2025-03-24
586025,"rhea patel",rhea.patel593@gmail.com,gurugram,haryana,north,consumer,2025-02-03
357370,"simran bhat",simran.bhat888@outlook.com,chennai,"tamil nadu",south,consumer,2025-02-01
579108,"ayush desai",ayush.desai408@gmail.com,bhubaneswar,odisha,east,consumer,2025-06-09
502525,"ayush singh",ayush.singh491@outlook.com,indore,"madhya pradesh",central,consumer,2024-11-04
600728,"manav das",manav.das988@yahoo.com,noida,"uttar pradesh",north,consumer,2024-01-07
213140,"arjun agarwal",arjun.agarwal792@yahoo.com,lucknow,"uttar pradesh",north,consumer,2025-04-11
370445,"mihir reddy",mihir.reddy378@yahoo.com,kochi,kerala,south,consumer,2025-10-14
292119,"rohan nair",rohan.nair767@gmail.com,nagpur,maharashtra,west,consumer,2025-08-22
913365,"aman banerjee",aman.banerjee729@gmail.com,bhubaneswar,odisha,east,"small business",2025-03-28
519562,"vivek das",vivek.das479@gmail.com,kolkata,"west bengal",east,"small business",2025-03-21
889427,"vikas pillai",vikas.pillai232@gmail.com,jaipur,rajasthan,north,"small business",2024-09-27
257216,"rhea rao",rhea.rao977@yahoo.com,pune,maharashtra,west,consumer,2026-02-25
236024,"ananya nair",ananya.nair772@gmail.com,jaipur,rajasthan,north,consumer,2024-04-09
806780,"meera singh",meera.singh805@yahoo.com,kochi,kerala,south,consumer,2024-03-23
863802,"dhruv sharma",dhruv.sharma254@gmail.com,ahmedabad,gujarat,west,"small business",2024-08-01
390571,"varun bhat",varun.bhat248@outlook.com,pune,maharashtra,west,consumer,2026-04-16
221868,"rhea singh",rhea.singh243@outlook.com,delhi,delhi,north,"small business",2024-09-21
453136,"aarav singh",aarav.singh240@gmail.com,patna,bihar,east,consumer,2025-10-23
573059,"yash iyer",yash.iyer150@outlook.com,ahmedabad,gujarat,west,consumer,2025-01-06
935083,"akash patel",akash.patel580@outlook.com,noida,"uttar pradesh",north,consumer,2024-07-02
410822,"sahil sharma",sahil.sharma196@gmail.com,chennai,"tamil nadu",south,consumer,2025-04-19
264049,"zoya joshi",zoya.joshi746@outlook.com,delhi,delhi,north,consumer,2025-07-10
479414,"zoya menon",zoya.menon24@gmail.com,noida,"uttar pradesh",north,consumer,2025-10-16
831061,"bhavya kulkarni",bhavya.kulkarni497@gmail.com,bengaluru,karnataka,south,consumer,2024-10-14
379886,"vivek banerjee",vivek.banerjee272@outlook.com,surat,gujarat,west,consumer,2025-03-24
155205,"yash patel",yash.patel677@outlook.com,jaipur,rajasthan,north,consumer,2026-04-16
367830,"shreya shah",shreya.shah535@gmail.com,delhi,delhi,north,consumer,2025-09-19
164634,"avni pillai",avni.pillai518@gmail.com,nagpur,maharashtra,west,consumer,2025-02-24
151685,"kiara singh",kiara.singh453@gmail.com,bhubaneswar,odisha,east,"small business",2024-02-16
767922,"arnav kulkarni",arnav.kulkarni502@outlook.com,ahmedabad,gujarat,west,consumer,2025-11-10
522520,"nikhil bhat",nikhil.bhat627@gmail.com,hyderabad,telangana,south,consumer,2025-04-25
126317,"kabir patel",NULL,kochi,kerala,south,corporate,2026-04-15
601488,"aarav bhat",aarav.bhat923@yahoo.com,bengaluru,karnataka,south,consumer,2026-04-17
194792,"zoya malhotra",zoya.malhotra551@outlook.com,bengaluru,karnataka,south,consumer,2024-09-01
586261,"ishaan bose",ishaan.bose41@gmail.com,surat,gujarat,west,consumer,2024-10-20
724384,"rohan bose",rohan.bose493@outlook.com,bhubaneswar,odisha,east,consumer,2025-11-20
643571,"avni khan",avni.khan229@outlook.com,gurugram,haryana,north,consumer,2024-03-28
165278,"akash pillai",akash.pillai523@yahoo.com,surat,gujarat,west,consumer,2025-02-11
410043,"kavya rao",kavya.rao767@yahoo.com,jaipur,rajasthan,north,consumer,2025-05-08
537950,"karan verma",karan.verma908@outlook.com,bhubaneswar,odisha,east,consumer,2025-11-05
158076,"diya shah",diya.shah86@gmail.com,hyderabad,telangana,south,consumer,2024-10-04
748998,"diya singh",diya.singh631@gmail.com,nagpur,maharashtra,west,consumer,2024-07-02
646411,"kabir sharma",kabir.sharma896@outlook.com,delhi,delhi,north,consumer,2024-09-28
711741,"tanvi malhotra",tanvi.malhotra382@gmail.com,patna,bihar,east,consumer,2024-06-15
239500,"diya nair",diya.nair861@yahoo.com,kolkata,"west bengal",east,consumer,2024-08-09
134784,"ayush gupta",ayush.gupta64@outlook.com,lucknow,"uttar pradesh",north,consumer,2024-12-29
971601,"manav verma",manav.verma469@yahoo.com,surat,gujarat,west,consumer,2026-02-16
823362,"nikhil kulkarni",nikhil.kulkarni951@outlook.com,kochi,kerala,south,consumer,2025-05-29
647761,"vivek mehta",vivek.mehta707@yahoo.com,gurugram,haryana,north,consumer,2025-04-08
787474,"rahul banerjee",rahul.banerjee230@outlook.com,hyderabad,telangana,south,consumer,2025-08-17
897209,"sahil nair",sahil.nair264@gmail.com,pune,maharashtra,west,consumer,2025-06-14
780919,"rhea das",rhea.das114@gmail.com,pune,maharashtra,west,"small business",2024-07-23
882750,"nisha bhat",nisha.bhat824@yahoo.com,kolkata,"west bengal",east,consumer,2025-02-27
529195,"nisha verma",nisha.verma254@yahoo.com,chennai,"tamil nadu",south,"small business",2024-06-07
634280,"pallavi desai",pallavi.desai641@gmail.com,hyderabad,telangana,south,consumer,2024-11-28
901934,"neha rao",neha.rao540@yahoo.com,bhubaneswar,odisha,east,consumer,2025-08-09
279421,"vivek reddy",vivek.reddy40@outlook.com,gurugram,haryana,north,consumer,2024-02-04
452355,"ayush khan",ayush.khan166@gmail.com,chennai,"tamil nadu",south,consumer,2024-05-17
498025,"priya patel",priya.patel570@gmail.com,kochi,kerala,south,consumer,2024-08-14
478473,"ananya singh",ananya.singh381@outlook.com,kochi,kerala,south,consumer,2024-10-08
502957,"kavya singh",kavya.singh992@gmail.com,gurugram,haryana,north,consumer,2024-06-27
510981,"ananya singh",ananya.singh900@gmail.com,bengaluru,karnataka,south,consumer,2024-03-31
311118,"aditi rao",aditi.rao84@outlook.com,mumbai,maharashtra,west,consumer,2026-04-26
590270,"rahul shah",rahul.shah139@outlook.com,pune,maharashtra,west,consumer,2025-02-10
323063,"tanvi malhotra",tanvi.malhotra378@outlook.com,indore,"madhya pradesh",central,consumer,2024-02-21
667475,"arnav agarwal",arnav.agarwal68@gmail.com,bhubaneswar,odisha,east,corporate,2024-04-26
454493,"rohan verma",rohan.verma230@outlook.com,noida,"uttar pradesh",north,consumer,2025-09-21
417672,"avni agarwal",avni.agarwal54@gmail.com,noida,"uttar pradesh",north,consumer,2024-02-16
761301,"yash rao",yash.rao584@outlook.com,nagpur,maharashtra,west,consumer,2025-08-19
926020,"shreya malhotra",shreya.malhotra417@yahoo.com,mumbai,maharashtra,west,"small business",2024-05-22
362780,"sakshi kapoor",sakshi.kapoor710@outlook.com,bhopal,"madhya pradesh",central,consumer,2024-02-19
532996,"shreya verma",shreya.verma220@outlook.com,hyderabad,telangana,south,consumer,2024-04-03
705520,"avni sharma",avni.sharma164@yahoo.com,lucknow,"uttar pradesh",north,consumer,2024-11-25
283517,"priya reddy",priya.reddy993@outlook.com,bengaluru,karnataka,south,"small business",2026-04-25
243466,"mihir shah",mihir.shah256@yahoo.com,nagpur,maharashtra,west,corporate,2024-08-16
989740,"yash desai",yash.desai404@yahoo.com,patna,bihar,west,"small business",2024-12-03
454529,"yash desai",yash.desai22@outlook.com,mumbai,maharashtra,west,"small business",2024-01-30
524628,"pallavi iyer",pallavi.iyer425@yahoo.com,bhubaneswar,odisha,east,consumer,2024-05-22
608777,"nikhil khan",nikhil.khan440@outlook.com,mumbai,maharashtra,west,consumer,2026-02-27
794251,"arnav menon",arnav.menon622@gmail.com,jaipur,rajasthan,north,consumer,2024-10-18
748941,"neha nair",neha.nair282@gmail.com,kochi,kerala,south,consumer,2025-12-02
385111,"isha sharma",isha.sharma226@gmail.com,jaipur,rajasthan,north,consumer,2026-02-22
460189,"vivek nair",vivek.nair367@outlook.com,lucknow,"uttar pradesh",north,consumer,2025-12-28
642011,"sameer singh",sameer.singh355@yahoo.com,patna,bihar,east,consumer,2025-05-27
946703,"rhea singh",rhea.singh921@yahoo.com,delhi,delhi,north,consumer,2026-04-04
291348,"pranav singh",pranav.singh108@gmail.com,delhi,delhi,north,"small business",2026-04-10
262906,"zoya banerjee",zoya.banerjee816@outlook.com,indore,"madhya pradesh",central,"small business",2024-01-21
190704,"nikhil sharma",nikhil.sharma532@outlook.com,kolkata,"west bengal",east,consumer,2024-04-08
918029,"meera shah",meera.shah941@outlook.com,chennai,"tamil nadu",south,consumer,2024-10-31
468957,"aditi patel",aditi.patel119@yahoo.com,pune,maharashtra,west,"small business",2025-03-25
885424,"varun iyer",varun.iyer509@gmail.com,bhopal,"madhya pradesh",central,consumer,2026-02-16
834138,"kavya das",kavya.das201@yahoo.com,bhubaneswar,odisha,east,consumer,2025-03-28
455422,"riya joshi",riya.joshi123@outlook.com,chennai,"tamil nadu",south,corporate,2024-09-09
502144,"dhruv malhotra",dhruv.malhotra565@yahoo.com,lucknow,"uttar pradesh",north,"small business",2024-08-29
886175,"pallavi pillai",pallavi.pillai267@gmail.com,bhopal,"madhya pradesh",central,consumer,2025-02-05
141767,"akash agarwal",akash.agarwal796@outlook.com,gurugram,haryana,north,consumer,2024-06-12
748250,"nisha bose",nisha.bose176@yahoo.com,bhopal,"madhya pradesh",central,consumer,2024-04-20
615017,"yash banerjee",yash.banerjee450@outlook.com,ahmedabad,gujarat,west,consumer,2025-04-02
152294,"tanvi rao",tanvi.rao324@yahoo.com,pune,maharashtra,west,consumer,2025-08-15
548860,"isha gupta",isha.gupta333@yahoo.com,indore,"madhya pradesh",central,consumer,2025-02-05
968292,"ayush mehta",ayush.mehta346@yahoo.com,nagpur,maharashtra,west,consumer,2025-07-11
929482,"neha malhotra",neha.malhotra772@yahoo.com,bhopal,"madhya pradesh",central,consumer,2024-09-08
246788,"ayush nair",ayush.nair363@gmail.com,pune,maharashtra,west,"small business",2025-03-30
546476,"avni sharma",avni.sharma786@gmail.com,kolkata,"west bengal",east,consumer,2024-05-16
821692,"arnav desai",arnav.desai467@outlook.com,gurugram,haryana,north,"small business",2025-12-17
820397,"mihir desai",mihir.desai404@yahoo.com,mumbai,maharashtra,west,consumer,2024-05-08
847019,"pranav kapoor",pranav.kapoor908@outlook.com,surat,gujarat,west,consumer,2025-08-10
851135,"shreya verma",shreya.verma605@gmail.com,kochi,kerala,south,consumer,2025-04-14
177793,"priya gupta",priya.gupta590@yahoo.com,pune,maharashtra,west,consumer,2025-10-21
489570,"simran kapoor",simran.kapoor889@outlook.com,gurugram,haryana,north,consumer,2026-03-03
263148,"aditi nair",aditi.nair429@gmail.com,jaipur,rajasthan,north,consumer,2026-03-04
111000,"rahul agarwal",rahul.agarwal308@yahoo.com,gurugram,haryana,north,"small business",2024-10-29
463496,"avni bhat",avni.bhat534@yahoo.com,bengaluru,karnataka,south,consumer,2026-03-02
179970,"aarav singh",aarav.singh467@yahoo.com,bhopal,"madhya pradesh",central,consumer,2025-04-08
889450,"yash pillai",yash.pillai251@outlook.com,bengaluru,karnataka,south,"small business",2025-02-26
901017,"ishaan gupta",ishaan.gupta987@outlook.com,lucknow,"uttar pradesh",north,consumer,2026-03-24
417546,"rahul iyer",rahul.iyer636@outlook.com,gurugram,haryana,north,consumer,2025-09-12
662543,"vikas desai",vikas.desai371@gmail.com,nagpur,maharashtra,west,corporate,2024-08-13
908789,"ishaan gupta",ishaan.gupta543@yahoo.com,nagpur,maharashtra,west,consumer,2024-02-21
