customer_id,customer_name,email,city,state,region,signup_date,customer_segment
328394,Vivek Iyer,vivek.iyer74@yahoo.com,Bengaluru,Karnataka,South,2025-07-09,Small Business
634828,Isha Iyer,isha.iyer722@outlook.com,Noida,Uttar Pradesh,North,2025-03-05,Consumer
748766,Neha Kapoor,neha.kapoor344@yahoo.com,Kolkata,West Bengal,East,2024-01-28,Consumer
209896,Aditi Desai,aditi.desai338@gmail.com,Kochi,Kerala,South,2025-11-02,Consumer
459160,Pallavi Nair,pallavi.nair778@yahoo.com,Nagpur,Maharashtra,West,2024-02-25,Consumer
692063,Simran Nair,simran.nair503@outlook.com,Kolkata,West Bengal,East,2024-04-29,Consumer
440325,Akash Malhotra,akash.malhotra387@gmail.com,Delhi,Delhi,North,2025-09-11,Consumer
133026,Ved Malhotra,ved.malhotra719@outlook.com,Bhubaneswar,Odisha,East,2024-11-11,Consumer
713807,Pranav Agarwal,pranav.agarwal134@outlook.com,Surat,Gujarat,W,2024-03-28,Small Business
486108,Zoya Mehta,zoya.mehta404@yahoo.com,Mumbai,Maharashtra,West,2025-04-17,Consumer
294304,Ananya Kapoor,ananya.kapoor992@outlook.com,Lucknow,Uttar Pradesh,North,2026-02-02,Small Business
156175,Yash Bhat,yash.bhat421@gmail.com,Bengaluru,Karnataka,South,2025-05-25,Consumer
345398,Shreya Gupta,shreya.gupta609@gmail.com,Hyderabad,Telangana,South,2025-11-01,Consumer
353016,Kavya Shah,kavya.shah228@yahoo.com,Jaipur,Rajasthan,North,2025-01-30,Corporate
526901,Yash Agarwal,yash.agarwal106@yahoo.com,Jaipur,Rajasthan,North,2025-04-04,Consumer
913868,Dhruv Das,dhruv.das618@gmail.com,Noida,Uttar Pradesh,North,2025-05-22,Consumer
198081,Kiara Bhat,kiara.bhat347@yahoo.com,Bengaluru,Karnataka,South,2026-04-23,Consumer
329509,Arnav Menon,arnav.menon837@yahoo.com,Ahmedabad,Gujarat,West,2026-03-28,Consumer
235450,Rhea Verma,rhea.verma20@gmail.com,Mumbai,Maharashtra,West,2026-01-12,Consumer
520605,Nisha Das,,Delhi,Delhi,North,2025-09-26,Small Business
732665,Kavya Singh,kavya.singh373@gmail.com,Indore,,Central,2024-09-04,Consumer
440772,Tanvi Iyer,tanvi.iyer264@outlook.com,Noida,Uttar Pradesh,North,2024-10-19,Consumer
648844,Zoya Malhotra,zoya.malhotra373@outlook.com,Nagpur,Maharashtra,West,2024-09-01,Consumer
669378,Shreya Verma,shreya.verma395@yahoo.com,Indore,Madhya Pradesh,Central,2025-04-13,Consumer
968014,Rohan Das,rohan.das689@gmail.com,Pune,Maharashtra,West,2025-06-24,Consumer
264431,Kavya Banerjee,kavya.banerjee174@yahoo.com,Jaipur,,North,2025-06-13,Consumer
894372,Kiara Gupta,kiara.gupta532@yahoo.com,Bhopal,Madhya Pradesh,Central,2025-10-08,Consumer
148102,Yash Patel,yash.patel983@outlook.com,Nagpur,Maharashtra,West,2025-05-26,Consumer
178580,Tanvi Kapoor,tanvi.kapoor634@gmail.com,Hyderabad,Telangana,South,2026-04-19,Corporate
648631,Simran Patel,simran.patel951@yahoo.com,Lucknow,Uttar Pradesh,West ,2024-09-11,Consumer
682782,Rhea Kulkarni,rhea.kulkarni718@outlook.com,Surat,Gujarat,West,2026-01-28,Consumer
287693,Ved Sharma,ved.sharma901@outlook.com,Chennai,Tamil Nadu,South,2024-07-19,Consumer
410216,Bhavya Khan,bhavya.khan108@yahoo.com,Hyderabad,Telangana,South,2024-02-23,Consumer
576647,Ved Verma,ved.verma474@gmail.com,Noida,Uttar Pradesh,North,2024-09-30,Consumer
946106,Aarav Pillai,aarav.pillai811@yahoo.com,Delhi,Delhi,North,2025-04-22,Consumer
277121,Sahil Das,sahil.das437@gmail.com,Kochi,Kerala,South,2025-08-07,Consumer
863492,Aarav Shah,aarav.shah737@outlook.com,Indore,Madhya Pradesh,Central,2025-11-18,Consumer
989794,Aman Shah,aman.shah785@outlook.com,Ahmedabad,Gujarat,West,2025-06-29,Consumer
652250,Sakshi Verma,sakshi.verma338@yahoo.com,Noida,Uttar Pradesh,North,2024-02-05,Small Business
511918,Kiara Rao,kiara.rao106@yahoo.com,Jaipur,Rajasthan,North,2024-09-05,Consumer
596578,Kavya Mehta,kavya.mehta130@yahoo.com,Indore,Madhya Pradesh,Central,2024-05-05,Consumer
648309,Meera Mehta,meera.mehta589@outlook.com,Pune,Maharashtra,West,2026-04-20,Consumer
545153,Shreya Verma,shreya.verma652@gmail.com,Patna,Bihar,East,2024-08-05,Consumer
242287,Aman Desai, aman.desai830@outlook.com ,Kolkata,West Bengal,East,2024-09-02,Consumer
391881,Aditi Desai,aditi.desai411@yahoo.com,Kochi,Kerala,South,2024-01-02,Consumer
836203,Sameer Iyer,sameer.iyer890@yahoo.com,Gurugram,Haryana,North,2024-02-20,Small Business
951678,Mihir Nair,mihir.nair939@outlook.com,Chennai,Tamil Nadu,South,2024-09-15,Consumer
919927,Akash Iyer,akash.iyer656@outlook.com,Jaipur,Rajasthan,North,2024-06-21,Consumer
195215,Kiara Sharma,kiara.sharma727@outlook.com,Surat,Gujarat,West,2026-01-16,Consumer
913980,Sameer Kulkarni,sameer.kulkarni861@outlook.com,Chennai,Tamil Nadu,South,2025-07-23,Consumer
638474,Meera Banerjee,meera.banerjee488@yahoo.com,Mumbai,Maharashtra,West,2025-06-18,Consumer
887590,Tanvi Singh,tanvi.singh870@yahoo.com,Jaipur,Rajasthan,North,2025-10-18,Consumer
821239,Avni Shah,avni.shah745@outlook.com,Kochi,Kerala,South,2024-11-26,Consumer
552094,Meera Desai,meera.desai890@outlook.com,Lucknow,Uttar Pradesh,North,2025-12-23,Small Business
565883,Kabir Joshi,kabir.joshi144@yahoo.com,Chennai,Tamil Nadu,South,2025-03-26,Consumer
335484,Diya Mehta,DIYA.MEHTA53OUTLOOK.COM,Kolkata,West Bengal,East,2024-02-12,Consumer
715785,Ishaan Shah,ishaan.shah862@outlook.com,Kochi,Kerala,South,2025-03-09,Consumer
804884,Arjun Mehta,arjun.mehta71@gmail.com,Chennai,Tamil Nadu,South,2024-11-22,Consumer
628210,Riya Pillai,riya.pillai354@outlook.com,Indore,Madhya Pradesh,Central,2024-03-19,Consumer
500421,Avni Singh,,Lucknow,Uttar Pradesh,North,2025-05-31,Corporate
185948,Kiara Iyer,kiara.iyer952@yahoo.com,Pune,Maharashtra,West,2025-07-25,Consumer
128960,Simran Malhotra,simran.malhotra307@outlook.com,Hyderabad,Telangana,South,2024-08-22,Small Business
635958,Ishaan Gupta,ishaan.gupta659@gmail.com,Lucknow,Uttar Pradesh,North,2024-02-04,Small Business
644114,Ayush Menon, ayush.menon417@outlook.com ,Indore,Madhya Pradesh,Central,2026-02-11,Small Business
323509,Mihir Singh,mihir.singh975@yahoo.com,Patna,Bihar,East,2024-01-26,Consumer
766286,Sameer Patel,sameer.patel77@outlook.com,Indore,Madhya Pradesh,Central,2024-03-06,Consumer
783010,Dhruv Joshi,dhruv.joshi770@yahoo.com,Kochi,Kerala,South,2025-09-15,Consumer
149836,Aman Kulkarni,aman.kulkarni438@yahoo.com,Kochi,Kerala,South,2025-08-20,Consumer
163437,Vivek Sharma,vivek.sharma108@gmail.com,Bangalore,Karnataka,South,2024-03-22,Consumer
521337,Yash Das,yash.das974@gmail.com,Bhubaneswar,Odisha,East,2026-04-03,Small Business
499200,Ishaan Rao,ishaan.rao874@gmail.com,Jaipur,Rajasthan,North,2025-11-11,Corporate
655109,Tanvi Khan,tanvi.khan934@gmail.com,Noida,Uttar Pradesh,North,2024-02-01,Small Business
506712,Simran Shah,simran.shah764@outlook.com,Noida,Uttar Pradesh,North,2024-04-13,Consumer
526647,Aditya Shah,aditya.shah322@yahoo.com,Pune,Maharashtra,West,2025-03-08,Small Business
249215,Ayush Menon, ayush.menon320@yahoo.com ,Hyderabad,Telangana,South,2024-02-08,Small Business
843195,Ved Malhotra,ved.malhotra451@outlook.com,Delhi,Delhi,North,2025-06-14,Small Business
887668,Varun Khan,varun.khan19@gmail.com,Delhi,delhi,North,2024-05-08,Small Business
987249,Bhavya Singh,bhavya.singh61@yahoo.com,Bhopal,Madhya Pradesh,Central,2024-11-26,Consumer
982841,Avni Singh,avni.singh759@yahoo.com,Indore,Madhya Pradesh,Central,2024-02-11,Consumer
302380,Nisha Iyer,nisha.iyer550@outlook.com,Surat,Gujarat,West,2024-12-09,Consumer
549574,Ishaan Reddy,ishaan.reddy911@gmail.com,Nagpur,Maharashtra,West,2024-11-04,Consumer
554250,Priya Verma,priya.verma147@yahoo.com,Kochi,Kerala,South,2024-06-12,Consumer
507954,Pranav Iyer,pranav.iyer882@outlook.com,Nagpur,Maharashtra,West,2024-08-31,Consumer
445845,Sameer Bose,sameer.bose940@yahoo.com,Bhubaneswar,Odisha,,2024-03-27,Consumer
133215,Akash Joshi,akash.joshi442@gmail.com,Bengaluru,Karnataka,South,2025-10-12,Consumer
928670,Arjun Joshi,arjun.joshi485@gmail.com,Pune,Maharashtra,West,2026-02-19,Consumer
707415,Nisha Pillai,nisha.pillai159@outlook.com,Jaipur,Rajasthan,North,2025-05-18,Consumer
922818,Bhavya Menon,bhavya.menon103@gmail.com,Bhopal,Madhya Pradesh,Central,2025-02-09,Consumer
942802,Kavya Gupta,kavya.gupta101@yahoo.com,Patna,Bihar,East,2025-06-19,Consumer
678199,Pallavi Agarwal,pallavi.agarwal688@yahoo.com,Pune,Maharashtra,West,2024-05-08,Consumer
418418,Ananya Sharma,ananya.sharma579@outlook.com,Delhi,Delhi,North,2026-04-22,Consumer
378445,Ved Sharma,ved.sharma975@yahoo.com,Chennai,Tamil Nadu,South,2024-09-16,Consumer
611008,Rohan Rao,rohan.rao373@gmail.com,Mumbai,,west,2025-02-22,Consumer
961619,Sakshi Iyer,sakshi.iyer273@outlook.com,Jaipur,Rajasthan,North,2026-03-28,Consumer
840889,Varun Bhat,varun.bhat105@yahoo.com,Delhi,Delhi,North,2024-05-31,Consumer
582439,Meera Kulkarni,meera.kulkarni816@outlook.com,Mumbai,Maharashtra,West,2026-01-22,Consumer
291897,Aditi Sharma,aditi.sharma940@yahoo.com,New Delhi,Delhi,North,2026-03-12,Small Business
221705,Rahul Khan,rahul.khan59@outlook.com,Mumbai,Maharashtra,West,2024-02-23,Consumer
451873,Pallavi Mehta,pallavi.mehta719@gmail.com,Jaipur,Rajasthan,North,2024-12-19,Consumer
363683,Aman Sharma,aman.sharma791@outlook.com,Ahmedabad,,West,2025-02-16,Consumer
555985,Sahil Malhotra,sahil.malhotra449@gmail.com,Bhubaneswar,Odisha,East,2025-11-08,Consumer
700428,Neha Iyer,neha.iyer175@outlook.com,Hyderabad,Telangana,South,2024-12-17,Consumer
934103,Arjun Mehta,arjun.mehta194@yahoo.com,Nagpur,Maharashtra,West,2024-06-13,Consumer
502910,Aman Nair,AMAN.NAIR214@OUTLOOK.COM,Jaipur,Rajasthan,North,2025-03-25,Small Business
677266,Avni Bhat,avni.bhat795@yahoo.com,Bhopal,Madhya Pradesh,Central,2024-12-16,Small Business
761892,Ved Joshi,ved.joshi492@gmail.com,Kochi,Kerala,South,2026-03-27,Consumer
790987,Rohan Shah,rohan.shah910@gmail.com,Surat,Gujarat,West,2025-11-17,Consumer
118976,Kavya Das,kavya.das773@gmail.com,Patna,Bihar,East,2026-02-26,Corporate
408622,Mihir Agarwal,mihir.agarwal375@yahoo.com,Bhopal,Madhya Pradesh,Central,2024-01-09,Small Business
666277,Kavya Menon,kavya.menon745@yahoo.com,Nagpur,Maharashtra,West,2025-09-05,Consumer
505136,Kiara Das,kiara.das740@yahoo.com,Mumbai,Maharashtra,West,2024-06-20,Corporate
109789,Kabir Das,kabir.das351@yahoo.com,Indore,Madhya Pradesh,Central,2025-07-20,Small Business
338800,Rhea Iyer,rhea.iyer471@gmail.com,New Delhi,Delhi,North,2025-08-08,Consumer
807924,Rohan Joshi,rohan.joshi296@outlook.com,Bhubaneswar,Odisha,East,2024-06-12,Consumer
418165,Diya Nair,diya.nair618@yahoo.com,Hyderabad,Telangana,South,2024-08-24,Consumer
236198,Rhea Mehta,rhea.mehta966@gmail.com,Pune,Maharashtra,West,2025-01-17,Consumer
719643,Arnav Das,arnav.das354@gmail.com,Nagpur,Maharashtra,West,2026-04-04,Consumer
676737,Avni Iyer,avni.iyer869@gmail.com,Indore,Madhya Pradesh,Central,2025-06-08,Consumer
500503,Ayush Menon,ayush.menon320@yahoo.com,Bengaluru,Karnataka,South,2025-03-24,Consumer
586025,Rhea Patel,rhea.patel593@gmail.com,Gurugram,Haryana,North,2025-02-03,Consumer
357370,Simran Bhat,simran.bhat888@outlook.com,Chennai,Tamil Nadu,South,2025-02-01,Consumer
579108,Ayush Desai,ayush.desai408@gmail.com,Bhubaneswar,Odisha,East,2025-06-09,Consumer
502525,Ayush Singh,ayush.singh491@outlook.com,Indore,Madhya Pradesh,Central,2024-11-04,Consumer
600728,Manav Das,manav.das988@yahoo.com,Noida,Uttar Pradesh,North,2024-01-07,Consumer
213140,Arjun Agarwal,arjun.agarwal792@yahoo.com,Lucknow,Uttar Pradesh,North,2025-04-11,Consumer
370445,Mihir Reddy,mihir.reddy378@yahoo.com,Kochi,Kerala,South,2025-10-14,Consumer
292119,Rohan Nair,rohan.nair767@gmail.com,Nagpur,Maharashtra,West,2025-08-22,Consumer
913365,Aman Banerjee,aman.banerjee729@gmail.com,Bhubaneswar,Odisha,East,2025-03-28,Small Business
519562,Vivek Das,vivek.das479@gmail.com,Kolkata,West Bengal,East,2025-03-21,Small Business
889427,Vikas Pillai,vikas.pillai232@gmail.com,Jaipur,Rajasthan,North,2024-09-27,Small Business
257216,Rhea Rao,rhea.rao977@yahoo.com,Pune,Maharashtra,West,2026-02-25,Consumer
236024,Ananya Nair,ananya.nair772@gmail.com,Jaipur,Rajasthan,North,2024-04-09,Consumer
806780,Meera Singh,meera.singh805@yahoo.com,Kochi,Kerala,South,2024-03-23,Consumer
863802,Dhruv Sharma,dhruv.sharma254@gmail.com,Ahmedabad,Gujarat,West,2024-08-01,Small Business
390571,Varun Bhat,varun.bhat248@outlook.com,Pune ,Maharashtra,West,2026-04-16,Consumer
221868,Rhea Singh,rhea.singh243@outlook.com,Delhi,Delhi,North,2024-09-21,Small Business
453136,Aarav Singh,aarav.singh240@gmail.com,Patna,Bihar,East,2025-10-23,Consumer
573059,Yash Iyer,yash.iyer150@outlook.com,Ahmedabad,Gujarat,West,2025-01-06,Consumer
935083,Akash Patel,akash.patel580@outlook.com,Noida,Uttar Pradesh,North,2024-07-02,Consumer
410822,Sahil Sharma,sahil.sharma196@gmail.com,Chennai,Tamil Nadu,South,2025-04-19,Consumer
264049,Zoya Joshi,zoya.joshi746@outlook.com,Delhi,Delhi,North,2025-07-10,Consumer
479414,Zoya Menon,zoya.menon24@gmail.com,Noida,Uttar Pradesh,North,2025-10-16,Consumer
831061,Bhavya Kulkarni,bhavya.kulkarni497@gmail.com,Bengaluru,Karnataka,South,2024-10-14,Consumer
379886,Vivek Banerjee,vivek.banerjee272@outlook.com,Surat,Gujarat,West,2025-03-24,Consumer
155205,Yash Patel,yash.patel677@outlook.com,Jaipur,Rajasthan,North,2026-04-16,Consumer
367830,Shreya Shah,shreya.shah535@gmail.com,Delhi,Delhi,North,2025-09-19,Consumer
164634,Avni Pillai,avni.pillai518@gmail.com,Nagpur,Maharashtra,West,2025-02-24,Consumer
151685,Kiara Singh,kiara.singh453@gmail.com,Bhubaneswar,Odisha,East,2024-02-16,Small Business
767922,Arnav Kulkarni,arnav.kulkarni502@outlook.com,Ahmedabad,Gujarat,West,2025-11-10,Consumer
522520,Nikhil Bhat,nikhil.bhat627@gmail.com,Hyderabad,Telangana,South,2025-04-25,Consumer
126317,Kabir Patel,,Kochi,Kerala,South,2026-04-15,Corporate
601488,Aarav Bhat,aarav.bhat923@yahoo.com,Bengaluru,Karnataka,South,2026-04-17,Consumer
194792,Zoya Malhotra,zoya.malhotra551outlook.com,Bengaluru,Karnataka,South,2024-09-01,Consumer
586261,Ishaan Bose,ishaan.bose41@gmail.com,Surat,Gujarat,West,2024-10-20,Consumer
724384,Rohan Bose,rohan.bose493@outlook.com,Bhubaneswar,Odisha,East,2025-11-20,Consumer
643571,Avni Khan,avni.khan229@outlook.com,Gurugram,Haryana,North,2024-03-28,Consumer
165278,Akash Pillai,akash.pillai523@yahoo.com,Surat,Gujarat,West,2025-02-11,Consumer
410043,Kavya Rao,kavya.rao767@yahoo.com,Jaipur,Rajasthan,North,2025-05-08,Consumer
537950,Karan Verma,karan.verma908@outlook.com,Bhubaneswar,Odisha,East,2025-11-05,Consumer
158076,Diya Shah,diya.shah86@gmail.com,Hyderabad,Telangana,South,2024-10-04,Consumer
748998,Diya Singh,diya.singh631@gmail.com,Nagpur,Maharashtra,West,2024-07-02,Consumer
646411,Kabir Sharma,kabir.sharma896@outlook.com,Delhi,Delhi,North,2024-09-28,Consumer
711741,Tanvi Malhotra,tanvi.malhotra382@gmail.com,Patna,Bihar,East,2024-06-15,Consumer
239500,Diya Nair,diya.nair861@yahoo.com,Kolkata,West Bengal,East,2024-08-09,Consumer
134784,Ayush Gupta,ayush.gupta64@outlook.com,Lucknow,Uttar Pradesh,North,2024-12-29,Consumer
971601,Manav Verma,manav.verma469@yahoo.com,Surat,Gujarat,West,2026-02-16,Consumer
823362,Nikhil Kulkarni,NIKHIL.KULKARNI951@OUTLOOK.COM,Kochi,Kerala,South,2025-05-29,Consumer
647761,Vivek Mehta,vivek.mehta707@yahoo.com,Gurugram,Haryana,North,2025-04-08,Consumer
787474,Rahul Banerjee,rahul.banerjee230@outlook.com,Hyderabad,Telangana,South,2025-08-17,Consumer
897209,Sahil Nair,sahil.nair264@gmail.com,Pune,Maharashtra,West,2025-06-14,Consumer
780919,Rhea Das,rhea.das114@gmail.com,Pune,Maharashtra,West,2024-07-23,Small Business
882750,Nisha Bhat,nisha.bhat824@yahoo.com,Kolkata,West Bengal,East,2025-02-27,Consumer
529195,Nisha Verma,nisha.verma254@yahoo.com,Chennai,Tamil nadu,South,2024-06-07,Small Business
634280,Pallavi Desai,pallavi.desai641@gmail.com,Hyderabad,Telangana,South,2024-11-28,Consumer
901934,Neha Rao,neha.rao540@yahoo.com,Bhubaneswar,Odisha,East,2025-08-09,Consumer
279421,Vivek Reddy,vivek.reddy40@outlook.com,Gurugram,Haryana,North,2024-02-04,Consumer
452355,Ayush Khan, ayush.khan166@gmail.com ,Chennai,Tamil Nadu,South,2024-05-17,Consumer
498025,Priya Patel,priya.patel570@gmail.com,Kochi,Kerala,South,2024-08-14,Consumer
478473,Ananya Singh,ananya.singh381@outlook.com,Kochi,Kerala,South,2024-10-08,Consumer
502957,Kavya Singh,kavya.singh992@gmail.com,Gurugram,Haryana,North,2024-06-27,Consumer
510981,Ananya Singh,ananya.singh900@gmail.com,Bengaluru,karnataka,South,2024-03-31,Consumer
311118,Aditi Rao,aditi.rao84@outlook.com,Mumbai,Maharashtra,West,2026-04-26,Consumer
590270,Rahul Shah,rahul.shah139@outlook.com,Pune,Maharashtra,West,2025-02-10,Consumer
323063,Tanvi Malhotra,tanvi.malhotra378@outlook.com,Indore,Madhya Pradesh,Central,2024-02-21,Consumer
667475,Arnav Agarwal,arnav.agarwal68@gmail.com,Bhubaneswar,Odisha,East,2024-04-26,Corporate
454493,Rohan Verma,rohan.verma230@outlook.com,Noida,Uttar Pradesh,North,2025-09-21,Consumer
417672,Avni Agarwal,avni.agarwal54@gmail.com,Noida,Uttar Pradesh,North,2024-02-16,Consumer
761301,Yash Rao,yash.rao584@outlook.com,Nagpur,Maharashtra,West,2025-08-19,Consumer
926020,Shreya Malhotra,shreya.malhotra417@yahoo.com,Mumbai,Maharashtra,West,2024-05-22,Small Business
362780,Sakshi Kapoor,sakshi.kapoor710@outlook.com,Bhopal,Madhya Pradesh,Central,2024-02-19,Consumer
532996,Shreya Verma,shreya.verma220@outlook.com,Hyderabad,Telangana,South,2024-04-03,Consumer
705520,Avni Sharma,avni.sharma164@yahoo.com,Lucknow,Uttar Pradesh,North,2024-11-25,Consumer
283517,Priya Reddy,priya.reddy993@outlook.com,Bengaluru,karnataka,South,2026-04-25,Small Business
243466,Mihir Shah,mihir.shah256@yahoo.com,Nagpur,Maharashtra,West,2024-08-16,Corporate
989740,Yash Desai,yash.desai404@yahoo.com,Patna,Bihar,West ,2024-12-03,Small Business
454529,Yash Desai,yash.desai22@outlook.com,mumbai,Maharashtra,West,2024-01-30,Small Business
524628,Pallavi Iyer,pallavi.iyer425@yahoo.com,Bhubaneswar,Odisha,East,2024-05-22,Consumer
608777,Nikhil Khan,nikhil.khan440@outlook.com,Mumbai,Maharashtra,West,2026-02-27,Consumer
794251,Arnav Menon,arnav.menon622@gmail.com,Jaipur,Rajasthan,North,2024-10-18,Consumer
748941,Neha Nair,neha.nair282@gmail.com,Kochi,Kerala,South,2025-12-02,Consumer
385111,Isha Sharma,isha.sharma226@gmail.com,Jaipur,Rajasthan,North,2026-02-22,Consumer
460189,Vivek Nair,vivek.nair367@outlook.com,Lucknow,Uttar Pradesh,North,2025-12-28,Consumer
642011,Sameer Singh,sameer.singh355@yahoo.com,Patna,Bihar,East,2025-05-27,Consumer
946703,Rhea Singh,rhea.singh921@yahoo.com,Delhi,Delhi,North,2026-04-04,Consumer
291348,Pranav Singh,pranav.singh108@gmail.com,Delhi,Delhi,North,2026-04-10,Small Business
262906,Zoya Banerjee,zoya.banerjee816@outlook.com,Indore,Madhya Pradesh,Central,2024-01-21,Small Business
190704,Nikhil Sharma,nikhil.sharma532@outlook.com,Kolkata,West Bengal,East,2024-04-08,Consumer
918029,Meera Shah,meera.shah941@outlook.com,Chennai,Tamil nadu,South,2024-10-31,Consumer
468957,Aditi Patel,aditi.patel119@yahoo.com,Pune,Maharashtra,West,2025-03-25,Small Business
885424,Varun Iyer,varun.iyer509@gmail.com,Bhopal,Madhya Pradesh,Central,2026-02-16,Consumer
834138,Kavya Das,kavya.das201@yahoo.com,Bhubaneswar,Odisha,East,2025-03-28,Consumer
455422,Riya Joshi,riya.joshi123@outlook.com,Chennai,Tamil Nadu,South,2024-09-09,Corporate
502144,Dhruv Malhotra,dhruv.malhotra565@yahoo.com,Lucknow,Uttar Pradesh,North,2024-08-29,Small Business
886175,Pallavi Pillai,pallavi.pillai267@gmail.com,Bhopal,Madhya Pradesh,Central,2025-02-05,Consumer
141767,Akash Agarwal,akash.agarwal796@outlook.com,Gurugram,Haryana,North,2024-06-12,Consumer
748250,Nisha Bose,nisha.bose176@yahoo.com,Bhopal,Madhya Pradesh,Central,2024-04-20,Consumer
615017,Yash Banerjee,yash.banerjee450@outlook.com,Ahmedabad,Gujarat,West,2025-04-02,Consumer
152294,Tanvi Rao,tanvi.rao324@yahoo.com,Pune,Maharashtra,West,2025-08-15,Consumer
548860,Isha Gupta,isha.gupta333@yahoo.com,Indore,Madhya Pradesh,Central,2025-02-05,Consumer
968292,Ayush Mehta,ayush.mehta346@yahoo.com,Nagpur,Maharashtra,West,2025-07-11,Consumer
929482,Neha Malhotra,NEHA.MALHOTRA772@YAHOO.COM,Bhopal,Madhya Pradesh,Central,2024-09-08,Consumer
246788,Ayush Nair,ayush.nair363@gmail.com,Pune,Maharashtra,West,2025-03-30,Small Business
546476,Avni Sharma,avni.sharma786@gmail.com,Kolkata,West Bengal,East,2024-05-16,Consumer
821692,Arnav Desai,arnav.desai467@outlook.com,Gurugram,Haryana,North,2025-12-17,Small Business
820397,Mihir Desai,mihir.desai404@yahoo.com,Mumbai,Maharashtra,West,2024-05-08,Consumer
847019,Pranav Kapoor,pranav.kapoor908@outlook.com,Surat,Gujarat,West,2025-08-10,Consumer
851135,Shreya Verma,shreya.verma605@gmail.com,Kochi,Kerala,South,2025-04-14,Consumer
177793,Priya Gupta,priya.gupta590@yahoo.com,Pune,Maharashtra,West,2025-10-21,Consumer
489570,Simran Kapoor,simran.kapoor889@outlook.com,Gurugram,Haryana,North,2026-03-03,Consumer
263148,Aditi Nair,aditi.nair429@gmail.com,Jaipur,Rajasthan,North,2026-03-04,Consumer
111000,Rahul Agarwal,rahul.agarwal308@yahoo.com,Gurugram,Haryana,North,2024-10-29,Small Business
463496,Avni Bhat,avni.bhat534@yahoo.com,Bengaluru,Karnataka,South,2026-03-02,Consumer
179970,Aarav Singh,aarav.singh467@yahoo.com,Bhopal,Madhya Pradesh,Central,2025-04-08,Consumer
889450,Yash Pillai,yash.pillai251@outlook.com,Bengaluru,Karnataka,South,2025-02-26,Small Business
901017,Ishaan Gupta,ishaan.gupta987@outlook.com,Lucknow,Uttar Pradesh,North,2026-03-24,Consumer
417546,Rahul Iyer,rahul.iyer636@outlook.com,Gurugram,Haryana,North,2025-09-12,Consumer
662543,Vikas Desai,vikas.desai371@gmail.com,Nagpur,Maharashtra,West,2024-08-13,Corporate
908789,Ishaan Gupta,ishaan.gupta543@yahoo.com,Nagpur,Maharashtra,West,2024-02-21,Consumer
654697,Vikas Kulkarni,vikas.kulkarni460@yahoo.com,Bhopal,Madhya Pradesh,Central,2024-04-12,Consumer
310574,sahil malhotra,sahil.malhotra134@yahoo.com,Bhopal,Madhya Pradesh,Central,2025-06-04,Consumer
360759, Varun Singh ,VARUN.SINGH439@OUTLOOK.COM,Mumbai,Maharashtra,West,2025-03-23,Consumer
604773,Yash Malhotra,yash.malhotra920@yahoo.com,Bhopal,Madhya Pradesh,Central,2026-01-04,Consumer
255887,Isha Menon,isha.menon906@yahoo.com,Delhi,Delhi,North,2025-09-20,Consumer
195215,Kiara Sharma,kiara.sharma727@outlook.com,Surat,Gujarat,West,2026-01-16,Consumer
158076,Diya Shah,diya.shah86@gmail.com,Hyderabad,Telangana,South,2024-10-04,Consumer
